,person.type,person.value,sexuality.xml:lang,sexuality.type,sexuality.value,personLabel.xml:lang,personLabel.type,personLabel.value
1614,uri,http://www.wikidata.org/entity/Q100949981,,,,en,literal,David D. Meisel
1615,uri,http://www.wikidata.org/entity/Q100958306,,,,en,literal,Sara J Adair
1616,uri,http://www.wikidata.org/entity/Q101058067,,,,en,literal,Steven M Boker
1617,uri,http://www.wikidata.org/entity/Q101157375,,,,en,literal,J Zhu
1618,uri,http://www.wikidata.org/entity/Q101157380,,,,en,literal,H Bart-Smith
1619,uri,http://www.wikidata.org/entity/Q101421727,,,,en,literal,Christian W. McMillen
1620,uri,http://www.wikidata.org/entity/Q101536175,,,,en,literal,Kevin Driscoll
1621,uri,http://www.wikidata.org/entity/Q102132590,,,,en,literal,Mark F Abel
1622,uri,http://www.wikidata.org/entity/Q102133244,,,,en,literal,Robert J Rawle
1623,uri,http://www.wikidata.org/entity/Q102174785,,,,en,literal,Andrei Stepanovich Rapinchuk
1624,uri,http://www.wikidata.org/entity/Q102176051,,,,en,literal,Paul S. Bourdon
1625,uri,http://www.wikidata.org/entity/Q102204551,,,,en,literal,Kevin P Darby
1626,uri,http://www.wikidata.org/entity/Q102669500,,,,en,literal,Leland E. Farmer
1627,uri,http://www.wikidata.org/entity/Q102842592,,,,en,literal,Dennis T. Yang
1628,uri,http://www.wikidata.org/entity/Q103836856,,,,en,literal,Shixin Yang
1629,uri,http://www.wikidata.org/entity/Q103838932,,,,en,literal,M. David Litwa
1630,uri,http://www.wikidata.org/entity/Q104111847,,,,en,literal,Alessandro Bisio
1631,uri,http://www.wikidata.org/entity/Q104142372,,,,en,literal,Pedro Norat
1632,uri,http://www.wikidata.org/entity/Q104142453,,,,en,literal,Leah M Dignan
1633,uri,http://www.wikidata.org/entity/Q104214745,,,,en,literal,Elizabeth Shanks Alexander
1634,uri,http://www.wikidata.org/entity/Q104246012,,,,en,literal,Barbara Brodie
1635,uri,http://www.wikidata.org/entity/Q104563308,,,,en,literal,Lijing Wang
1636,uri,http://www.wikidata.org/entity/Q104609376,,,,en,literal,Shannon E Reilly
1637,uri,http://www.wikidata.org/entity/Q104704550,,,,en,literal,Lou Bloomfield
1638,uri,http://www.wikidata.org/entity/Q104790147,,,,en,literal,R T Anderson
1639,uri,http://www.wikidata.org/entity/Q104791523,,,,en,literal,Zakaria Mehrab
1640,uri,http://www.wikidata.org/entity/Q104795202,,,,en,literal,Golam Mohi
1641,uri,http://www.wikidata.org/entity/Q105202115,,,,en,literal,Zygmunt Derewenda
1642,uri,http://www.wikidata.org/entity/Q105521429,,,,en,literal,Lester A. Beaurline
1643,uri,http://www.wikidata.org/entity/Q105581568,,,,en,literal,Sears Reynolds Jayne
1644,uri,http://www.wikidata.org/entity/Q106328336,,,,en,literal,Natalie May
1645,uri,http://www.wikidata.org/entity/Q106328728,,,,en,literal,Justine E. Owens
1646,uri,http://www.wikidata.org/entity/Q107008888,,,,en,literal,Joakim Reinhard
1647,uri,http://www.wikidata.org/entity/Q107227872,,,,en,literal,Emma Candelier
1648,uri,http://www.wikidata.org/entity/Q107363347,,,,en,literal,Nada Basit
1649,uri,http://www.wikidata.org/entity/Q107435453,,,,en,literal,Lawrie Balfour
1650,uri,http://www.wikidata.org/entity/Q107466324,,,,en,literal,Elliott White Jr.
1651,uri,http://www.wikidata.org/entity/Q107598328,,,,en,literal,Patricia Wiberg
1652,uri,http://www.wikidata.org/entity/Q108064926,,,,en,literal,Lynne A. Werner
1653,uri,http://www.wikidata.org/entity/Q108253518,,,,en,literal,Carmenita Higginbotham
1654,uri,http://www.wikidata.org/entity/Q108545454,,,,en,literal,Peggy P. McNaull
1655,uri,http://www.wikidata.org/entity/Q108545601,,,,en,literal,Debra G. Perina
1656,uri,http://www.wikidata.org/entity/Q108545607,,,,en,literal,Eunice M. Singletary
1657,uri,http://www.wikidata.org/entity/Q108625840,,,,en,literal,Lynn Gault
1658,uri,http://www.wikidata.org/entity/Q108759480,,,,en,literal,Cynthia M. Yoshida
1659,uri,http://www.wikidata.org/entity/Q108910012,,,,en,literal,Jennie Z. Ma
1660,uri,http://www.wikidata.org/entity/Q108910079,,,,en,literal,B. Gail Macik
1661,uri,http://www.wikidata.org/entity/Q108910209,,,,en,literal,P. Preston Reynolds
1662,uri,http://www.wikidata.org/entity/Q108910259,,,,en,literal,Vanessa M. Shami
1663,uri,http://www.wikidata.org/entity/Q108910378,,,,en,literal,Sue A. Brown
1664,uri,http://www.wikidata.org/entity/Q108910385,,,,en,literal,Mary L. Vance
1665,uri,http://www.wikidata.org/entity/Q108911231,,,,en,literal,Pamela K. Mason
1666,uri,http://www.wikidata.org/entity/Q108911233,,,,en,literal,Coleen McNamara
1667,uri,http://www.wikidata.org/entity/Q108911239,,,,en,literal,Angela M. Taylor
1668,uri,http://www.wikidata.org/entity/Q108911250,,,,en,literal,Judith A. Woodfolk
1669,uri,http://www.wikidata.org/entity/Q108911465,,,,en,literal,Ruth Gaare Bernheim
1670,uri,http://www.wikidata.org/entity/Q108911542,,,,en,literal,Mary Faith Marshall
1671,uri,http://www.wikidata.org/entity/Q109269355,,,,en,literal,John Westcott Stewart
1672,uri,http://www.wikidata.org/entity/Q109676699,,,,en,literal,Samantha Furr-Rogers
1673,uri,http://www.wikidata.org/entity/Q109689918,,,,en,literal,M. Brittany Johnson
1674,uri,http://www.wikidata.org/entity/Q109774640,,,,en,literal,Thomas Miller Klubock
1675,uri,http://www.wikidata.org/entity/Q109868873,,,,en,literal,James Edmund Dandridge Murdaugh
1676,uri,http://www.wikidata.org/entity/Q110567908,,,,en,literal,Cecil Lang
1677,uri,http://www.wikidata.org/entity/Q110597230,,,,en,literal,Peter Berg
1678,uri,http://www.wikidata.org/entity/Q110794262,,,,en,literal,Sally Ruth Bourrie
1679,uri,http://www.wikidata.org/entity/Q110900622,,,,en,literal,Richard T. Selden
1680,uri,http://www.wikidata.org/entity/Q110937485,,,,en,literal,John R. Hott
1681,uri,http://www.wikidata.org/entity/Q110996774,,,,en,literal,Renate Voris
1682,uri,http://www.wikidata.org/entity/Q110997584,,,,en,literal,Janette C. Hudson
1683,uri,http://www.wikidata.org/entity/Q111051126,,,,en,literal,George Jesse Taylor
1684,uri,http://www.wikidata.org/entity/Q111190908,,,,en,literal,Robert R. Doering
1685,uri,http://www.wikidata.org/entity/Q111195644,,,,en,literal,Anthony J. Beasley
1686,uri,http://www.wikidata.org/entity/Q111206741,,,,en,literal,John James
1687,uri,http://www.wikidata.org/entity/Q111236330,,,,en,literal,Ravi Kuchimanchi
1688,uri,http://www.wikidata.org/entity/Q9895,,,,en,literal,Anita K. Jones
1689,uri,http://www.wikidata.org/entity/Q14101,,,,en,literal,Angela Orebaugh
1690,uri,http://www.wikidata.org/entity/Q34296,,,,en,literal,Woodrow Wilson
1691,uri,http://www.wikidata.org/entity/Q49828,,,,en,literal,Randy Pausch
1692,uri,http://www.wikidata.org/entity/Q64091,,,,en,literal,Rolf Singer
